epoch,train_loss,train_acc,val_loss,val_acc,epoch_time_sec
1,1.2270959622026507,0.6101646906486464,0.6307849717694659,0.8297944051230199,35.646504402160645
2,0.4751699189286353,0.8659814672439606,0.3622365606465965,0.8894506235254466,35.26444435119629
3,0.3148448845496795,0.90523206409582,0.2826111390094364,0.9174250084260196,35.00141477584839
4,0.2487884920735764,0.9265973374337393,0.2404136042910109,0.9271991911021233,34.731239795684814
5,0.2105386471165161,0.9352162829280136,0.2136290460350359,0.9329288843950118,35.23273801803589
6,0.18299548325088869,0.9442803382834946,0.20578941330753134,0.9383215369059656,35.1999728679657
7,0.16536647465236193,0.9490146886254198,0.1991505358734786,0.9362992922143579,35.59008574485779
8,0.1571376888226219,0.952656496580747,0.19364038672841857,0.9410178631614425,35.573710918426514
