epoch,train_loss,train_acc,val_loss,val_acc,epoch_time_sec
1,1.5162488222893993,0.48213490875247844,0.8932825716850852,0.7964273677114931,602.3253679275513
2,0.6874371306520826,0.8101404119289443,0.44302901817485063,0.8752949106841927,575.4533467292786
3,0.38414120249341976,0.8926475943835228,0.28090228935384093,0.9133805190428042,586.8449821472168
4,0.2703624724116565,0.9214988062962813,0.22538987605668978,0.9292214357937311,596.2659959793091
5,0.2074533522355775,0.9388176263505038,0.20223390755350637,0.9373104145601617,584.4676129817963
6,0.16914044821469298,0.9501881600776919,0.18550080411892006,0.9447253117627233,584.4661722183228
7,0.14783784331768848,0.9561769109375632,0.17308819005256415,0.9477586788001349,572.5604951381683
8,0.13612409117095162,0.9606280095496298,0.17371664463062458,0.9477586788001349,571.6049489974976
